# theta(rad)  log10(N_S)  adv_dB
1.832596  2.000000  0.52603802

1.884956  -3.000000  0.00133916
1.884956  -2.958333  0.00147368
1.884956  -2.916667  0.00162169
1.884956  -2.875000  0.00178452
1.884956  -2.833333  0.00196364
1.884956  -2.791667  0.00216068
1.884956  -2.750000  0.00237742
1.884956  -2.708333  0.00261581
1.884956  -2.666667  0.00287799
1.884956  -2.625000  0.00316631
1.884956  -2.583333  0.00348336
1.884956  -2.541667  0.00383195
1.884956  -2.500000  0.00421520
1.884956  -2.458333  0.00463648
1.884956  -2.416667  0.00509953
1.884956  -2.375000  0.00560840
1.884956  -2.333333  0.00616754
1.884956  -2.291667  0.00678181
1.884956  -2.250000  0.00745653
1.884956  -2.208333  0.00819748
1.884956  -2.166667  0.00901097
1.884956  -2.125000  0.00990390
1.884956  -2.083333  0.01088374
1.884956  -2.041667  0.01195863
1.884956  -2.000000  0.01313740
1.884956  -1.958333  0.01442962
1.884956  -1.916667  0.01584564
1.884956  -1.875000  0.01739664
1.884956  -1.833333  0.01909469
1.884956  -1.791667  0.02095275
1.884956  -1.750000  0.02298473
1.884956  -1.708333  0.02520551
1.884956  -1.666667  0.02763099
1.884956  -1.625000  0.03027805
1.884956  -1.583333  0.03316458
1.884956  -1.541667  0.03630943
1.884956  -1.500000  0.03973242
1.884956  -1.458333  0.04345420
1.884956  -1.416667  0.04749622
1.884956  -1.375000  0.05188059
1.884956  -1.333333  0.05662986
1.884956  -1.291667  0.06176689
1.884956  -1.250000  0.06731455
1.884956  -1.208333  0.07329545
1.884956  -1.166667  0.07973155
1.884956  -1.125000  0.08664379
1.884956  -1.083333  0.09405161
1.884956  -1.041667  0.10197246
1.884956  -1.000000  0.11042125
1.884956  -0.958333  0.11940979
1.884956  -0.916667  0.12894614
1.884956  -0.875000  0.13903405
1.884956  -0.833333  0.14967239
1.884956  -0.791667  0.16085455
1.884956  -0.750000  0.17256799
1.884956  -0.708333  0.18479387
1.884956  -0.666667  0.19750674
1.884956  -0.625000  0.21067449
1.884956  -0.583333  0.22425831
1.884956  -0.541667  0.23821303
1.884956  -0.500000  0.25248744
1.884956  -0.458333  0.26702502
1.884956  -0.416667  0.28176467
1.884956  -0.375000  0.29664172
1.884956  -0.333333  0.31158902
1.884956  -0.291667  0.32653814
1.884956  -0.250000  0.34142062
1.884956  -0.208333  0.35616920
1.884956  -0.166667  0.37071907
1.884956  -0.125000  0.38500890
1.884956  -0.083333  0.39898190
1.884956  -0.041667  0.41258659
1.884956  0.000000  0.42577743
1.884956  0.041667  0.43851529
1.884956  0.083333  0.45076769
1.884956  0.125000  0.46250884
1.884956  0.166667  0.47371954
1.884956  0.208333  0.48438693
1.884956  0.250000  0.49450411
1.884956  0.291667  0.50406965
1.884956  0.333333  0.51308707
1.884956  0.375000  0.52156422
1.884956  0.416667  0.52951272
1.884956  0.458333  0.53694733
1.884956  0.500000  0.54388537
1.884956  0.541667  0.55034620
1.884956  0.583333  0.55635070
1.884956  0.625000  0.56192077
1.884956  0.666667  0.56707901
1.884956  0.708333  0.57184827
1.884956  0.750000  0.57625141
1.884956  0.791667  0.58031103
1.884956  0.833333  0.58404925
1.884956  0.875000  0.58748755
1.884956  0.916667  0.59064665
1.884956  0.958333  0.59354639
1.884956  1.000000  0.59620569
1.884956  1.041667  0.59864249
1.884956  1.083333  0.60087372
1.884956  1.125000  0.60291533
1.884956  1.166667  0.60478225
1.884956  1.208333  0.60648845
1.884956  1.250000  0.60804694
1.884956  1.291667  0.60946983
1.884956  1.333333  0.61076835
1.884956  1.375000  0.61195289
1.884956  1.416667  0.61303306
1.884956  1.458333  0.61401773
1.884956  1.500000  0.61491507
1.884956  1.541667  0.61573260
1.884956  1.583333  0.61647723
1.884956  1.625000  0.61715531
1.884956  1.666667  0.61777265
1.884956  1.708333  0.61833459
1.884956  1.750000  0.61884601
1.884956  1.791667  0.61931138
1.884956  1.833333  0.61973479
1.884956  1.875000  0.62011996
1.884956  1.916667  0.62047031
1.884956  1.958333  0.62078896
1.884956  2.000000  0.62107874

1.937315  -3.000000  0.00155299
1.937315  -2.958333  0.00170899
1.937315  -2.916667  0.00188062
1.937315  -2.875000  0.00206944
1.937315  -2.833333  0.00227716
1.937315  -2.791667  0.00250565
1.937315  -2.750000  0.00275698
1.937315  -2.708333  0.00303341
1.937315  -2.666667  0.00333743
1.937315  -2.625000  0.00367177
1.937315  -2.583333  0.00403940
1.937315  -2.541667  0.00444361
1.937315  -2.500000  0.00488800
1.937315  -2.458333  0.00537649
1.937315  -2.416667  0.00591338
1.937315  -2.375000  0.00650341
1.937315  -2.333333  0.00715170
1.937315  -2.291667  0.00786391
1.937315  -2.250000  0.00864617
1.937315  -2.208333  0.00950521
1.937315  -2.166667  0.01044832
1.937315  -2.125000  0.01148349
1.937315  -2.083333  0.01261938
1.937315  -2.041667  0.01386542
1.937315  -2.000000  0.01523181
1.937315  -1.958333  0.01672964
1.937315  -1.916667  0.01837089
1.937315  -1.875000  0.02016850
1.937315  -1.833333  0.02213641
1.937315  -1.791667  0.02428962
1.937315  -1.750000  0.02664422
1.937315  -1.708333  0.02921740
1.937315  -1.666667  0.03202751
1.937315  -1.625000  0.03509406
1.937315  -1.583333  0.03843769
1.937315  -1.541667  0.04208015
1.937315  -1.500000  0.04604428
1.937315  -1.458333  0.05035388
1.937315  -1.416667  0.05503364
1.937315  -1.375000  0.06010898
1.937315  -1.333333  0.06560583
1.937315  -1.291667  0.07155040
1.937315  -1.250000  0.07796893
1.937315  -1.208333  0.08488725
1.937315  -1.166667  0.09233046
1.937315  -1.125000  0.10032238
1.937315  -1.083333  0.10888510
1.937315  -1.041667  0.11803831
1.937315  -1.000000  0.12779875
1.937315  -0.958333  0.13817949
1.937315  -0.916667  0.14918926
1.937315  -0.875000  0.16083177
1.937315  -0.833333  0.17310500
1.937315  -0.791667  0.18600065
1.937315  -0.750000  0.19950356
1.937315  -0.708333  0.21359126
1.937315  -0.666667  0.22823373
1.937315  -0.625000  0.24339326
1.937315  -0.583333  0.25902455
1.937315  -0.541667  0.27507496
1.937315  -0.500000  0.29148509
1.937315  -0.458333  0.30818949
1.937315  -0.416667  0.32511758
1.937315  -0.375000  0.34219484
1.937315  -0.333333  0.35934405
1.937315  -0.291667  0.37648667
1.937315  -0.250000  0.39354428
1.937315  -0.208333  0.41044003
1.937315  -0.166667  0.42709996
1.937315  -0.125000  0.44345428
1.937315  -0.083333  0.45943850
1.937315  -0.041667  0.47499429
1.937315  0.000000  0.49007022
1.937315  0.041667  0.50462224
1.937315  0.083333  0.51861393
1.937315  0.125000  0.53201655
1.937315  0.166667  0.54480888
1.937315  0.208333  0.55697693
1.937315  0.250000  0.56851349
1.937315  0.291667  0.57941756
1.937315  0.333333  0.58969373
1.937315  0.375000  0.59935150
1.937315  0.416667  0.60840461
1.937315  0.458333  0.61687033
1.937315  0.500000  0.62476881
1.937315  0.541667  0.63212245
1.937315  0.583333  0.63895534
1.937315  0.625000  0.64529271
1.937315  0.666667  0.65116051
1.937315  0.708333  0.65658497
1.937315  0.750000  0.66159229
1.937315  0.791667  0.66620834
1.937315  0.833333  0.67045841
1.937315  0.875000  0.67436706
1.937315  0.916667  0.67795793
1.937315  0.958333  0.68125369
1.937315  1.000000  0.68427591
1.937315  1.041667  0.68704503
1.937315  1.083333  0.68958037
1.937315  1.125000  0.69190009
1.937315  1.166667  0.69402119
1.937315  1.208333  0.69595958
1.937315  1.250000  0.69773007
1.937315  1.291667  0.69934644
1.937315  1.333333  0.70082145
1.937315  1.375000  0.70216695
1.937315  1.416667  0.70339386
1.937315  1.458333  0.70451225
1.937315  1.500000  0.70553143
1.937315  1.541667  0.70645993
1.937315  1.583333  0.70730562
1.937315  1.625000  0.70807571
1.937315  1.666667  0.70877680
1.937315  1.708333  0.70941496
1.937315  1.750000  0.70999575
1.937315  1.791667  0.71052422
1.937315  1.833333  0.71100504
1.937315  1.875000  0.71144243
1.937315  1.916667  0.71184028
1.937315  1.958333  0.71220212
1.937315  2.000000  0.71253118

1.989675  -3.000000  0.00176255
1.989675  -2.958333  0.00193960
1.989675  -2.916667  0.00213439
1.989675  -2.875000  0.00234868
1.989675  -2.833333  0.00258441
1.989675  -2.791667  0.00284373
1.989675  -2.750000  0.00312895
1.989675  -2.708333  0.00344267
1.989675  -2.666667  0.00378769
1.989675  -2.625000  0.00416710
1.989675  -2.583333  0.00458431
1.989675  -2.541667  0.00504302
1.989675  -2.500000  0.00554731
1.989675  -2.458333  0.00610164
1.989675  -2.416667  0.00671089
1.989675  -2.375000  0.00738042
1.989675  -2.333333  0.00811606
1.989675  -2.291667  0.00892421
1.989675  -2.250000  0.00981182
1.989675  -2.208333  0.01078653
1.989675  -2.166667  0.01185660
1.989675  -2.125000  0.01303109
1.989675  -2.083333  0.01431981
1.989675  -2.041667  0.01573344
1.989675  -2.000000  0.01728355
1.989675  -1.958333  0.01898270
1.989675  -1.916667  0.02084446
1.989675  -1.875000  0.02288347
1.989675  -1.833333  0.02511553
1.989675  -1.791667  0.02755760
1.989675  -1.750000  0.03022788
1.989675  -1.708333  0.03314584
1.989675  -1.666667  0.03633221
1.989675  -1.625000  0.03980904
1.989675  -1.583333  0.04359964
1.989675  -1.541667  0.04772858
1.989675  -1.500000  0.05222162
1.989675  -1.458333  0.05710561
1.989675  -1.416667  0.06240837
1.989675  -1.375000  0.06815850
1.989675  -1.333333  0.07438518
1.989675  -1.291667  0.08111785
1.989675  -1.250000  0.08838594
1.989675  -1.208333  0.09621839
1.989675  -1.166667  0.10464324
1.989675  -1.125000  0.11368705
1.989675  -1.083333  0.12337436
1.989675  -1.041667  0.13372694
1.989675  -1.000000  0.14476318
1.989675  -0.958333  0.15649724
1.989675  -0.916667  0.16893834
1.989675  -0.875000  0.18208999
1.989675  -0.833333  0.19594918
1.989675  -0.791667  0.21050578
1.989675  -0.750000  0.22574189
1.989675  -0.708333  0.24163139
1.989675  -0.666667  0.25813965
1.989675  -0.625000  0.27522339
1.989675  -0.583333  0.29283086
1.989675  -0.541667  0.31090213
1.989675  -0.500000  0.32936973
1.989675  -0.458333  0.34815953
1.989675  -0.416667  0.36719177
1.989675  -0.375000  0.38638240
1.989675  -0.333333  0.40564450
1.989675  -0.291667  0.42488986
1.989675  -0.250000  0.44403057
1.989675  -0.208333  0.46298061
1.989675  -0.166667  0.48165740
1.989675  -0.125000  0.49998318
1.989675  -0.083333  0.51788621
1.989675  -0.041667  0.53530180
1.989675  0.000000  0.55217307
1.989675  0.041667  0.56845144
1.989675  0.083333  0.58409691
1.989675  0.125000  0.59907810
1.989675  0.166667  0.61337206
1.989675  0.208333  0.62696388
1.989675  0.250000  0.63984621
1.989675  0.291667  0.65201861
1.989675  0.333333  0.66348682
1.989675  0.375000  0.67426203
1.989675  0.416667  0.68436011
1.989675  0.458333  0.69380080
1.989675  0.500000  0.70260701
1.989675  0.541667  0.71080412
1.989675  0.583333  0.71841931
1.989675  0.625000  0.72548104
1.989675  0.666667  0.73201846
1.989675  0.708333  0.73806107
1.989675  0.750000  0.74363824
1.989675  0.791667  0.74877895
1.989675  0.833333  0.75351155
1.989675  0.875000  0.75786349
1.989675  0.916667  0.76186123
1.989675  0.958333  0.76553008
1.989675  1.000000  0.76889415
1.989675  1.041667  0.77197627
1.989675  1.083333  0.77479798
1.989675  1.125000  0.77737955
1.989675  1.166667  0.77973995
1.989675  1.208333  0.78189691
1.989675  1.250000  0.78386695
1.989675  1.291667  0.78566541
1.989675  1.333333  0.78730653
1.989675  1.375000  0.78880350
1.989675  1.416667  0.79016847
1.989675  1.458333  0.79141269
1.989675  1.500000  0.79254649
1.989675  1.541667  0.79357940
1.989675  1.583333  0.79452016
1.989675  1.625000  0.79537679
1.989675  1.666667  0.79615667
1.989675  1.708333  0.79686653
1.989675  1.750000  0.79751256
1.989675  1.791667  0.79810039
1.989675  1.833333  0.79863521
1.989675  1.875000  0.79912172
1.989675  1.916667  0.79956424
1.989675  1.958333  0.79996670
1.989675  2.000000  0.80033270

2.042035  -3.000000  0.00196727
2.042035  -2.958333  0.00216488
2.042035  -2.916667  0.00238229
2.042035  -2.875000  0.00262146
2.042035  -2.833333  0.00288457
2.042035  -2.791667  0.00317398
2.042035  -2.750000  0.00349232
2.042035  -2.708333  0.00384246
2.042035  -2.666667  0.00422752
2.042035  -2.625000  0.00465097
2.042035  -2.583333  0.00511659
2.042035  -2.541667  0.00562853
2.042035  -2.500000  0.00619132
2.042035  -2.458333  0.00680996
2.042035  -2.416667  0.00748988
2.042035  -2.375000  0.00823705
2.042035  -2.333333  0.00905799
2.042035  -2.291667  0.00995981
2.042035  -2.250000  0.01095031
2.042035  -2.208333  0.01203795
2.042035  -2.166667  0.01323198
2.042035  -2.125000  0.01454248
2.042035  -2.083333  0.01598040
2.042035  -2.041667  0.01755763
2.042035  -2.000000  0.01928707
2.042035  -1.958333  0.02118270
2.042035  -1.916667  0.02325965
2.042035  -1.875000  0.02553423
2.042035  -1.833333  0.02802400
2.042035  -1.791667  0.03074788
2.042035  -1.750000  0.03372610
2.042035  -1.708333  0.03698031
2.042035  -1.666667  0.04053358
2.042035  -1.625000  0.04441040
2.042035  -1.583333  0.04863669
2.042035  -1.541667  0.05323973
2.042035  -1.500000  0.05824811
2.042035  -1.458333  0.06369160
2.042035  -1.416667  0.06960104
2.042035  -1.375000  0.07600811
2.042035  -1.333333  0.08294507
2.042035  -1.291667  0.09044448
2.042035  -1.250000  0.09853878
2.042035  -1.208333  0.10725988
2.042035  -1.166667  0.11663860
2.042035  -1.125000  0.12670409
2.042035  -1.083333  0.13748312
2.042035  -1.041667  0.14899943
2.042035  -1.000000  0.16127284
2.042035  -0.958333  0.17431847
2.042035  -0.916667  0.18814589
2.042035  -0.875000  0.20275823
2.042035  -0.833333  0.21815139
2.042035  -0.791667  0.23431331
2.042035  -0.750000  0.25122329
2.042035  -0.708333  0.26885151
2.042035  -0.666667  0.28715874
2.042035  -0.625000  0.30609621
2.042035  -0.583333  0.32560579
2.042035  -0.541667  0.34562041
2.042035  -0.500000  0.36606476
2.042035  -0.458333  0.38685626
2.042035  -0.416667  0.40790629
2.042035  -0.375000  0.42912163
2.042035  -0.333333  0.45040606
2.042035  -0.291667  0.47166212
2.042035  -0.250000  0.49279285
2.042035  -0.208333  0.51370359
2.042035  -0.166667  0.53430358
2.042035  -0.125000  0.55450758
2.042035  -0.083333  0.57423709
2.042035  -0.041667  0.59342149
2.042035  0.000000  0.61199884
2.042035  0.041667  0.62991644
2.042035  0.083333  0.64713104
2.042035  0.125000  0.66360893
2.042035  0.166667  0.67932564
2.042035  0.208333  0.69426557
2.042035  0.250000  0.70842135
2.042035  0.291667  0.72179322
2.042035  0.333333  0.73438813
2.042035  0.375000  0.74621900
2.042035  0.416667  0.75730378
2.042035  0.458333  0.76766466
2.042035  0.500000  0.77732725
2.042035  0.541667  0.78631979
2.042035  0.583333  0.79467247
2.042035  0.625000  0.80241681
2.042035  0.666667  0.80958510
2.042035  0.708333  0.81620988
2.042035  0.750000  0.82232360
2.042035  0.791667  0.82795821
2.042035  0.833333  0.83314492
2.042035  0.875000  0.83791398
2.042035  0.916667  0.84229448
2.042035  0.958333  0.84631427
2.042035  1.000000  0.84999983
2.042035  1.041667  0.85337625
2.042035  1.083333  0.85646721
2.042035  1.125000  0.85929494
2.042035  1.166667  0.86188028
2.042035  1.208333  0.86424266
2.042035  1.250000  0.86640023
2.042035  1.291667  0.86836981
2.042035  1.333333  0.87016701
2.042035  1.375000  0.87180628
2.042035  1.416667  0.87330097
2.042035  1.458333  0.87466339
2.042035  1.500000  0.87590487
2.042035  1.541667  0.87703585
2.042035  1.583333  0.87806590
2.042035  1.625000  0.87900384
2.042035  1.666667  0.87985771
2.042035  1.708333  0.88063491
2.042035  1.750000  0.88134221
2.042035  1.791667  0.88198579
2.042035  1.833333  0.88257132
2.042035  1.875000  0.88310395
2.042035  1.916667  0.88358842
2.042035  1.958333  0.88402903
2.042035  2.000000  0.88442972

2.094395  -3.000000  0.00216660
2.094395  -2.958333  0.00238422
2.094395  -2.916667  0.00262365
2.094395  -2.875000  0.00288704
2.094395  -2.833333  0.00317679
2.094395  -2.791667  0.00349552
2.094395  -2.750000  0.00384610
2.094395  -2.708333  0.00423168
2.094395  -2.666667  0.00465573
2.094395  -2.625000  0.00512204
2.094395  -2.583333  0.00563479
2.094395  -2.541667  0.00619854
2.094395  -2.500000  0.00681829
2.094395  -2.458333  0.00749951
2.094395  -2.416667  0.00824822
2.094395  -2.375000  0.00907096
2.094395  -2.333333  0.00997491
2.094395  -2.291667  0.01096791
2.094395  -2.250000  0.01205852
2.094395  -2.208333  0.01325607
2.094395  -2.166667  0.01457073
2.094395  -2.125000  0.01601357
2.094395  -2.083333  0.01759665
2.094395  -2.041667  0.01933304
2.094395  -2.000000  0.02123694
2.094395  -1.958333  0.02332370
2.094395  -1.916667  0.02560995
2.094395  -1.875000  0.02811362
2.094395  -1.833333  0.03085402
2.094395  -1.791667  0.03385190
2.094395  -1.750000  0.03712948
2.094395  -1.708333  0.04071055
2.094395  -1.666667  0.04462040
2.094395  -1.625000  0.04888592
2.094395  -1.583333  0.05353550
2.094395  -1.541667  0.05859905
2.094395  -1.500000  0.06410788
2.094395  -1.458333  0.07009458
2.094395  -1.416667  0.07659288
2.094395  -1.375000  0.08363740
2.094395  -1.333333  0.09126337
2.094395  -1.291667  0.09950629
2.094395  -1.250000  0.10840151
2.094395  -1.208333  0.11798371
2.094395  -1.166667  0.12828634
2.094395  -1.125000  0.13934096
2.094395  -1.083333  0.15117646
2.094395  -1.041667  0.16381832
2.094395  -1.000000  0.17728767
2.094395  -0.958333  0.19160043
2.094395  -0.916667  0.20676637
2.094395  -0.875000  0.22278813
2.094395  -0.833333  0.23966043
2.094395  -0.791667  0.25736918
2.094395  -0.750000  0.27589084
2.094395  -0.708333  0.29519191
2.094395  -0.666667  0.31522857
2.094395  -0.625000  0.33594663
2.094395  -0.583333  0.35728173
2.094395  -0.541667  0.37915984
2.094395  -0.500000  0.40149802
2.094395  -0.458333  0.42420555
2.094395  -0.416667  0.44718526
2.094395  -0.375000  0.47033512
2.094395  -0.333333  0.49355005
2.094395  -0.291667  0.51672376
2.094395  -0.250000  0.53975073
2.094395  -0.208333  0.56252809
2.094395  -0.166667  0.58495742
2.094395  -0.125000  0.60694644
2.094395  -0.083333  0.62841035
2.094395  -0.041667  0.64927303
2.094395  0.000000  0.66946790
2.094395  0.041667  0.68893845
2.094395  0.083333  0.70763855
2.094395  0.125000  0.72553238
2.094395  0.166667  0.74259419
2.094395  0.208333  0.75880785
2.094395  0.250000  0.77416614
2.094395  0.291667  0.78867002
2.094395  0.333333  0.80232772
2.094395  0.375000  0.81515386
2.094395  0.416667  0.82716849
2.094395  0.458333  0.83839617
2.094395  0.500000  0.84886513
2.094395  0.541667  0.85860636
2.094395  0.583333  0.86765297
2.094395  0.625000  0.87603942
2.094395  0.666667  0.88380093
2.094395  0.708333  0.89097303
2.094395  0.750000  0.89759103
2.094395  0.791667  0.90368973
2.094395  0.833333  0.90930306
2.094395  0.875000  0.91446390
2.094395  0.916667  0.91920386
2.094395  0.958333  0.92355315
2.094395  1.000000  0.92754053
