# theta(rad)  log10(N_S)  adv_dB
2.408554  0.083333  1.01411082
2.408554  0.125000  1.03887452
2.408554  0.166667  1.06245044
2.408554  0.208333  1.08482171
2.408554  0.250000  1.10598361
2.408554  0.291667  1.12594234
2.408554  0.333333  1.14471380
2.408554  0.375000  1.16232227
2.408554  0.416667  1.17879910
2.408554  0.458333  1.19418145
2.408554  0.500000  1.20851108
2.408554  0.541667  1.22183322
2.408554  0.583333  1.23419556
2.408554  0.625000  1.24564736
2.408554  0.666667  1.25623862
2.408554  0.708333  1.26601944
2.408554  0.750000  1.27503942
2.408554  0.791667  1.28334721
2.408554  0.833333  1.29099009
2.408554  0.875000  1.29801372
2.408554  0.916667  1.30446190
2.408554  0.958333  1.31037640
2.408554  1.000000  1.31579688
2.408554  1.041667  1.32076080
2.408554  1.083333  1.32530345
2.408554  1.125000  1.32945791
2.408554  1.166667  1.33325513
2.408554  1.208333  1.33672398
2.408554  1.250000  1.33989130
2.408554  1.291667  1.34278201
2.408554  1.333333  1.34541919
2.408554  1.375000  1.34782419
2.408554  1.416667  1.35001669
2.408554  1.458333  1.35201487
2.408554  1.500000  1.35383542
2.408554  1.541667  1.35549371
2.408554  1.583333  1.35700386
2.408554  1.625000  1.35837880
2.408554  1.666667  1.35963039
2.408554  1.708333  1.36076950
2.408554  1.750000  1.36180607
2.408554  1.791667  1.36274919
2.408554  1.833333  1.36360718
2.408554  1.875000  1.36438762
2.408554  1.916667  1.36509745
2.408554  1.958333  1.36574299
2.408554  2.000000  1.36633000

2.460914  -3.000000  0.00336706
2.460914  -2.958333  0.00370521
2.460914  -2.916667  0.00407723
2.460914  -2.875000  0.00448648
2.460914  -2.833333  0.00493667
2.460914  -2.791667  0.00543185
2.460914  -2.750000  0.00597649
2.460914  -2.708333  0.00657549
2.460914  -2.666667  0.00723421
2.460914  -2.625000  0.00795855
2.460914  -2.583333  0.00875497
2.460914  -2.541667  0.00963053
2.460914  -2.500000  0.01059300
2.460914  -2.458333  0.01165086
2.460914  -2.416667  0.01281340
2.460914  -2.375000  0.01409077
2.460914  -2.333333  0.01549407
2.460914  -2.291667  0.01703543
2.460914  -2.250000  0.01872807
2.460914  -2.208333  0.02058641
2.460914  -2.166667  0.02262616
2.460914  -2.125000  0.02486440
2.460914  -2.083333  0.02731971
2.460914  -2.041667  0.03001223
2.460914  -2.000000  0.03296382
2.460914  -1.958333  0.03619809
2.460914  -1.916667  0.03974056
2.460914  -1.875000  0.04361874
2.460914  -1.833333  0.04786220
2.460914  -1.791667  0.05250268
2.460914  -1.750000  0.05757413
2.460914  -1.708333  0.06311276
2.460914  -1.666667  0.06915707
2.460914  -1.625000  0.07574780
2.460914  -1.583333  0.08292796
2.460914  -1.541667  0.09074263
2.460914  -1.500000  0.09923890
2.460914  -1.458333  0.10846558
2.460914  -1.416667  0.11847294
2.460914  -1.375000  0.12931236
2.460914  -1.333333  0.14103581
2.460914  -1.291667  0.15369528
2.460914  -1.250000  0.16734213
2.460914  -1.208333  0.18202628
2.460914  -1.166667  0.19779524
2.460914  -1.125000  0.21469314
2.460914  -1.083333  0.23275958
2.460914  -1.041667  0.25202833
2.460914  -1.000000  0.27252610
2.460914  -0.958333  0.29427115
2.460914  -0.916667  0.31727193
2.460914  -0.875000  0.34152577
2.460914  -0.833333  0.36701764
2.460914  -0.791667  0.39371908
2.460914  -0.750000  0.42158735
2.460914  -0.708333  0.45056479
2.460914  -0.666667  0.48057860
2.460914  -0.625000  0.51154095
2.460914  -0.583333  0.54334949
2.460914  -0.541667  0.57588832
2.460914  -0.500000  0.60902942
2.460914  -0.458333  0.64263442
2.460914  -0.416667  0.67655681
2.460914  -0.375000  0.71064440
2.460914  -0.333333  0.74474204
2.460914  -0.291667  0.77869436
2.460914  -0.250000  0.81234865
2.460914  -0.208333  0.84555751
2.460914  -0.166667  0.87818141
2.460914  -0.125000  0.91009086
2.460914  -0.083333  0.94116834
2.460914  -0.041667  0.97130968
2.460914  0.000000  1.00042513
2.460914  0.041667  1.02843994
2.460914  0.083333  1.05529451
2.460914  0.125000  1.08094420
2.460914  0.166667  1.10535875
2.460914  0.208333  1.12852146
2.460914  0.250000  1.15042814
2.460914  0.291667  1.17108587
2.460914  0.333333  1.19051172
2.460914  0.375000  1.20873138
2.460914  0.416667  1.22577781
2.460914  0.458333  1.24168991
2.460914  0.500000  1.25651129
2.460914  0.541667  1.27028910
2.460914  0.583333  1.28307300
2.460914  0.625000  1.29491419
2.460914  0.666667  1.30586465
2.460914  0.708333  1.31597638
2.460914  0.750000  1.32530084
2.460914  0.791667  1.33388849
2.460914  0.833333  1.34178835
2.460914  0.875000  1.34904772
2.460914  0.916667  1.35571199
2.460914  0.958333  1.36182439
2.460914  1.000000  1.36742600
2.460914  1.041667  1.37255559
2.460914  1.083333  1.37724968
2.460914  1.125000  1.38154249
2.460914  1.166667  1.38546606
2.460914  1.208333  1.38905022
2.460914  1.250000  1.39232274
2.460914  1.291667  1.39530940
2.460914  1.333333  1.39803406
2.460914  1.375000  1.40051879
2.460914  1.416667  1.40278394
2.460914  1.458333  1.40484828
2.460914  1.500000  1.40672910
2.460914  1.541667  1.40844226
2.460914  1.583333  1.41000235
2.460914  1.625000  1.41142275
2.460914  1.666667  1.41271571
2.460914  1.708333  1.41389246
2.460914  1.750000  1.41496328
2.460914  1.791667  1.41593755
2.460914  1.833333  1.41682387
2.460914  1.875000  1.41763008
2.460914  1.916667  1.41836333
2.460914  1.958333  1.41903017
2.460914  2.000000  1.41963656

2.513274  -3.000000  0.00350509
2.513274  -2.958333  0.00385710
2.513274  -2.916667  0.00424436
2.513274  -2.875000  0.00467037
2.513274  -2.833333  0.00513900
2.513274  -2.791667  0.00565446
2.513274  -2.750000  0.00622141
2.513274  -2.708333  0.00684494
2.513274  -2.666667  0.00753063
2.513274  -2.625000  0.00828462
2.513274  -2.583333  0.00911363
2.513274  -2.541667  0.01002503
2.513274  -2.500000  0.01102687
2.513274  -2.458333  0.01212800
2.513274  -2.416667  0.01333808
2.513274  -2.375000  0.01466766
2.513274  -2.333333  0.01612831
2.513274  -2.291667  0.01773264
2.513274  -2.250000  0.01949439
2.513274  -2.208333  0.02142858
2.513274  -2.166667  0.02355155
2.513274  -2.125000  0.02588106
2.513274  -2.083333  0.02843644
2.513274  -2.041667  0.03123863
2.513274  -2.000000  0.03431035
2.513274  -1.958333  0.03767616
2.513274  -1.916667  0.04136260
2.513274  -1.875000  0.04539824
2.513274  -1.833333  0.04981383
2.513274  -1.791667  0.05464235
2.513274  -1.750000  0.05991905
2.513274  -1.708333  0.06568156
2.513274  -1.666667  0.07196985
2.513274  -1.625000  0.07882622
2.513274  -1.583333  0.08629530
2.513274  -1.541667  0.09442385
2.513274  -1.500000  0.10326071
2.513274  -1.458333  0.11285648
2.513274  -1.416667  0.12326325
2.513274  -1.375000  0.13453419
2.513274  -1.333333  0.14672310
2.513274  -1.291667  0.15988374
2.513274  -1.250000  0.17406915
2.513274  -1.208333  0.18933082
2.513274  -1.166667  0.20571771
2.513274  -1.125000  0.22327522
2.513274  -1.083333  0.24204391
2.513274  -1.041667  0.26205832
2.513274  -1.000000  0.28334556
2.513274  -0.958333  0.30592389
2.513274  -0.916667  0.32980137
2.513274  -0.875000  0.35497446
2.513274  -0.833333  0.38142678
2.513274  -0.791667  0.40912800
2.513274  -0.750000  0.43803295
2.513274  -0.708333  0.46808104
2.513274  -0.666667  0.49919602
2.513274  -0.625000  0.53128610
2.513274  -0.583333  0.56424454
2.513274  -0.541667  0.59795068
2.513274  -0.500000  0.63227142
2.513274  -0.458333  0.66706309
2.513274  -0.416667  0.70217377
2.513274  -0.375000  0.73744579
2.513274  -0.333333  0.77271863
2.513274  -0.291667  0.80783169
2.513274  -0.250000  0.84262731
2.513274  -0.208333  0.87695347
2.513274  -0.166667  0.91066642
2.513274  -0.125000  0.94363294
2.513274  -0.083333  0.97573223
2.513274  -0.041667  1.00685742
2.513274  0.000000  1.03691656
2.513274  0.041667  1.06583323
2.513274  0.083333  1.09354671
2.513274  0.125000  1.12001166
2.513274  0.166667  1.14519761
2.513274  0.208333  1.16908806
2.513274  0.250000  1.19167932
2.513274  0.291667  1.21297936
2.513274  0.333333  1.23300635
2.513274  0.375000  1.25178731
2.513274  0.416667  1.26935671
2.513274  0.458333  1.28575507
2.513274  0.500000  1.30102772
2.513274  0.541667  1.31522362
2.513274  0.583333  1.32839421
2.513274  0.625000  1.34059255
2.513274  0.666667  1.35187239
2.513274  0.708333  1.36228751
2.513274  0.750000  1.37189111
2.513274  0.791667  1.38073529
2.513274  0.833333  1.38887067
2.513274  0.875000  1.39634608
2.513274  0.916667  1.40320834
2.513274  0.958333  1.40950208
2.513274  1.000000  1.41526964
2.513274  1.041667  1.42055100
2.513274  1.083333  1.42538381
2.513274  1.125000  1.42980335
2.513274  1.166667  1.43384263
2.513274  1.208333  1.43753240
2.513274  1.250000  1.44090128
2.513274  1.291667  1.44397581
2.513274  1.333333  1.44678057
2.513274  1.375000  1.44933830
2.513274  1.416667  1.45166997
2.513274  1.458333  1.45379491
2.513274  1.500000  1.45573090
2.513274  1.541667  1.45749430
2.513274  1.583333  1.45910013
2.513274  1.625000  1.46056214
2.513274  1.666667  1.46189298
2.513274  1.708333  1.46310419
2.513274  1.750000  1.46420636
2.513274  1.791667  1.46520915
2.513274  1.833333  1.46612140
2.513274  1.875000  1.46695120
2.513274  1.916667  1.46770590
2.513274  1.958333  1.46839225
2.513274  2.000000  1.46901637

2.565634  -3.000000  0.00363351
2.565634  -2.958333  0.00399841
2.565634  -2.916667  0.00439985
2.565634  -2.875000  0.00484147
2.565634  -2.833333  0.00532725
2.565634  -2.791667  0.00586158
2.565634  -2.750000  0.00644928
2.565634  -2.708333  0.00709563
2.565634  -2.666667  0.00780641
2.565634  -2.625000  0.00858799
2.565634  -2.583333  0.00944732
2.565634  -2.541667  0.01039205
2.565634  -2.500000  0.01143052
2.565634  -2.458333  0.01257190
2.565634  -2.416667  0.01382619
2.565634  -2.375000  0.01520435
2.565634  -2.333333  0.01671834
2.565634  -2.291667  0.01838123
2.565634  -2.250000  0.02020728
2.565634  -2.208333  0.02221202
2.565634  -2.166667  0.02441238
2.565634  -2.125000  0.02682678
2.565634  -2.083333  0.02947521
2.565634  -2.041667  0.03237939
2.565634  -2.000000  0.03556282
2.565634  -1.958333  0.03905095
2.565634  -1.916667  0.04287124
2.565634  -1.875000  0.04705328
2.565634  -1.833333  0.05162889
2.565634  -1.791667  0.05663220
2.565634  -1.750000  0.06209969
2.565634  -1.708333  0.06807027
2.565634  -1.666667  0.07458529
2.565634  -1.625000  0.08168850
2.565634  -1.583333  0.08942600
2.565634  -1.541667  0.09784615
2.565634  -1.500000  0.10699936
2.565634  -1.458333  0.11693790
2.565634  -1.416667  0.12771552
2.565634  -1.375000  0.13938708
2.565634  -1.333333  0.15200802
2.565634  -1.291667  0.16563372
2.565634  -1.250000  0.18031878
2.565634  -1.208333  0.19611612
2.565634  -1.166667  0.21307602
2.565634  -1.125000  0.23124498
2.565634  -1.083333  0.25066449
2.565634  -1.041667  0.27136972
2.565634  -1.000000  0.29338809
2.565634  -0.958333  0.31673787
2.565634  -0.916667  0.34142668
2.565634  -0.875000  0.36745015
2.565634  -0.833333  0.39479060
2.565634  -0.791667  0.42341589
2.565634  -0.750000  0.45327860
2.565634  -0.708333  0.48431538
2.565634  -0.666667  0.51644673
2.565634  -0.625000  0.54957718
2.565634  -0.583333  0.58359592
2.565634  -0.541667  0.61837786
2.565634  -0.500000  0.65378520
2.565634  -0.458333  0.68966938
2.565634  -0.416667  0.72587346
2.565634  -0.375000  0.76223478
2.565634  -0.333333  0.79858785
2.565634  -0.291667  0.83476732
2.565634  -0.250000  0.87061098
2.565634  -0.208333  0.90596259
2.565634  -0.166667  0.94067459
2.565634  -0.125000  0.97461034
2.565634  -0.083333  1.00764613
2.565634  -0.041667  1.03967260
2.565634  0.000000  1.07059588
2.565634  0.041667  1.10033807
2.565634  0.083333  1.12883741
2.565634  0.125000  1.15604804
2.565634  0.166667  1.18193930
2.565634  0.208333  1.20649490
2.565634  0.250000  1.22971170
2.565634  0.291667  1.25159846
2.565634  0.333333  1.27217442
2.565634  0.375000  1.29146784
2.565634  0.416667  1.30951457
2.565634  0.458333  1.32635666
2.565634  0.500000  1.34204105
2.565634  0.541667  1.35661832
2.565634  0.583333  1.37014160
2.565634  0.625000  1.38266561
2.565634  0.666667  1.39424576
2.565634  0.708333  1.40493747
2.565634  0.750000  1.41479550
2.565634  0.791667  1.42387347
2.565634  0.833333  1.43222348
2.565634  0.875000  1.43989575
2.565634  0.916667  1.44693842
2.565634  0.958333  1.45339736
2.565634  1.000000  1.45931609
2.565634  1.041667  1.46473570
2.565634  1.083333  1.46969486
2.565634  1.125000  1.47422983
2.565634  1.166667  1.47837450
2.565634  1.208333  1.48216045
2.565634  1.250000  1.48561707
2.565634  1.291667  1.48877162
2.565634  1.333333  1.49164933
2.565634  1.375000  1.49427354
2.565634  1.416667  1.49666577
2.565634  1.458333  1.49884588
2.565634  1.500000  1.50083211
2.565634  1.541667  1.50264125
2.565634  1.583333  1.50428871
2.565634  1.625000  1.50578862
2.565634  1.666667  1.50715394
2.565634  1.708333  1.50839653
2.565634  1.750000  1.50952723
2.565634  1.791667  1.51055598
2.565634  1.833333  1.51149185
2.565634  1.875000  1.51234312
2.565634  1.916667  1.51311735
2.565634  1.958333  1.51382145
2.565634  2.000000  1.51446171

2.617994  -3.000000  0.00375197
2.617994  -2.958333  0.00412876
2.617994  -2.916667  0.00454329
2.617994  -2.875000  0.00499929
2.617994  -2.833333  0.00550090
2.617994  -2.791667  0.00605264
2.617994  -2.750000  0.00665948
2.617994  -2.708333  0.00732687
2.617994  -2.666667  0.00806079
2.617994  -2.625000  0.00886781
2.617994  -2.583333  0.00975512
2.617994  -2.541667  0.01073058
2.617994  -2.500000  0.01180284
2.617994  -2.458333  0.01298134
2.617994  -2.416667  0.01427642
2.617994  -2.375000  0.01569937
2.617994  -2.333333  0.01726256
2.617994  -2.291667  0.01897946
2.617994  -2.250000  0.02086479
2.617994  -2.208333  0.02293460
2.617994  -2.166667  0.02520633
2.617994  -2.125000  0.02769900
2.617994  -2.083333  0.03043324
2.617994  -2.041667  0.03343145
2.617994  -2.000000  0.03671788
2.617994  -1.958333  0.04031877
2.617994  -1.916667  0.04426246
2.617994  -1.875000  0.04857946
2.617994  -1.833333  0.05330257
2.617994  -1.791667  0.05846698
2.617994  -1.750000  0.06411031
2.617994  -1.708333  0.07027265
2.617994  -1.666667  0.07699660
2.617994  -1.625000  0.08432722
2.617994  -1.583333  0.09231202
2.617994  -1.541667  0.10100076
2.617994  -1.500000  0.11044534
2.617994  -1.458333  0.12069953
2.617994  -1.416667  0.13181861
2.617994  -1.375000  0.14385897
2.617994  -1.333333  0.15687755
2.617994  -1.291667  0.17093122
2.617994  -1.250000  0.18607597
2.617994  -1.208333  0.20236604
2.617994  -1.166667  0.21985287
2.617994  -1.125000  0.23858398
2.617994  -1.083333  0.25860166
2.617994  -1.041667  0.27994163
2.617994  -1.000000  0.30263159
2.617994  -0.958333  0.32668973
2.617994  -0.916667  0.35212328
2.617994  -0.875000  0.37892704
2.617994  -0.833333  0.40708209
2.617994  -0.791667  0.43655464
2.617994  -0.750000  0.46729512
2.617994  -0.708333  0.49923761
2.617994  -0.666667  0.53229963
2.617994  -0.625000  0.56638231
2.617994  -0.583333  0.60137105
2.617994  -0.541667  0.63713672
2.617994  -0.500000  0.67353718
2.617994  -0.458333  0.71041940
2.617994  -0.416667  0.74762187
2.617994  -0.375000  0.78497734
2.617994  -0.333333  0.82231583
2.617994  -0.291667  0.85946764
2.617994  -0.250000  0.89626644
2.617994  -0.208333  0.93255220
2.617994  -0.166667  0.96817387
2.617994  -0.125000  1.00299177
2.617994  -0.083333  1.03687955
2.617994  -0.041667  1.06972566
2.617994  0.000000  1.10143449
2.617994  0.041667  1.13192682
2.617994  0.083333  1.16114005
2.617994  0.125000  1.18902780
2.617994  0.166667  1.21555934
2.617994  0.208333  1.24071858
2.617994  0.250000  1.26450291
2.617994  0.291667  1.28692185
2.617994  0.333333  1.30799561
2.617994  0.375000  1.32775361
2.617994  0.416667  1.34623300
2.617994  0.458333  1.36347721
2.617994  0.500000  1.37953464
2.617994  0.541667  1.39445739
2.617994  0.583333  1.40830011
2.617994  0.625000  1.42111904
2.617994  0.666667  1.43297112
2.617994  0.708333  1.44391324
2.617994  0.750000  1.45400159
2.617994  0.791667  1.46329119
2.617994  0.833333  1.47183545
2.617994  0.875000  1.47968588
2.617994  0.916667  1.48689179
2.617994  0.958333  1.49350021
2.617994  1.000000  1.49955572
2.617994  1.041667  1.50510041
2.617994  1.083333  1.51017388
2.617994  1.125000  1.51481327
2.617994  1.166667  1.51905327
2.617994  1.208333  1.52292622
2.617994  1.250000  1.52646221
2.617994  1.291667  1.52968912
2.617994  1.333333  1.53263281
2.617994  1.375000  1.53531714
2.617994  1.416667  1.53776415
2.617994  1.458333  1.53999415
2.617994  1.500000  1.54202581
2.617994  1.541667  1.54387632
2.617994  1.583333  1.54556143
2.617994  1.625000  1.54709561
2.617994  1.666667  1.54849211
2.617994  1.708333  1.54976306
2.617994  1.750000  1.55091958
2.617994  1.791667  1.55197180
2.617994  1.833333  1.55292902
2.617994  1.875000  1.55379971
2.617994  1.916667  1.55459160
2.617994  1.958333  1.55531175
2.617994  2.000000  1.55596660

2.670354  -3.000000  0.00386015
2.670354  -2.958333  0.00424780
2.670354  -2.916667  0.00467427
2.670354  -2.875000  0.00514341
2.670354  -2.833333  0.00565947
2.670354  -2.791667  0.00622710
2.670354  -2.750000  0.00685142
2.670354  -2.708333  0.00753803
2.670354  -2.666667  0.00829309
2.670354  -2.625000  0.00912334
2.670354  -2.583333  0.01003619
2.670354  -2.541667  0.01103972
2.670354  -2.500000  0.01214283
2.670354  -2.458333  0.01335522
2.670354  -2.416667  0.01468753
2.670354  -2.375000  0.01615139
2.670354  -2.333333  0.01775949
2.670354  -2.291667  0.01952571
2.670354  -2.250000  0.02146517
2.670354  -2.208333  0.02359437
2.670354  -2.166667  0.02593126
2.670354  -2.125000  0.02849538
2.670354  -2.083333  0.03130795
2.670354  -2.041667  0.03439199
2.670354  -2.000000  0.03777244
2.670354  -1.958333  0.04147626
2.670354  -1.916667  0.04553257
2.670354  -1.875000  0.04997273
2.670354  -1.833333  0.05483046
2.670354  -1.791667  0.06014188
2.670354  -1.750000  0.06594565
2.670354  -1.708333  0.07228294
2.670354  -1.666667  0.07919749
2.670354  -1.625000  0.08673557
2.670354  -1.583333  0.09494592
2.670354  -1.541667  0.10387962
2.670354  -1.500000  0.11358991
2.670354  -1.458333  0.12413190
2.670354  -1.416667  0.13556227
2.670354  -1.375000  0.14793879
2.670354  -1.333333  0.16131977
2.670354  -1.291667  0.17576339
2.670354  -1.250000  0.19132693
2.670354  -1.208333  0.20806578
2.670354  -1.166667  0.22603244
2.670354  -1.125000  0.24527533
2.670354  -1.083333  0.26583743
2.670354  -1.041667  0.28775496
2.670354  -1.000000  0.31105582
2.670354  -0.958333  0.33575814
2.670354  -0.916667  0.36186872
2.670354  -0.875000  0.38938160
2.670354  -0.833333  0.41827669
2.670354  -0.791667  0.44851864
2.670354  -0.750000  0.48005595
2.670354  -0.708333  0.51282033
2.670354  -0.666667  0.54672652
2.670354  -0.625000  0.58167257
2.670354  -0.583333  0.61754044
2.670354  -0.541667  0.65419727
2.670354  -0.500000  0.69149703
2.670354  -0.458333  0.72928261
2.670354  -0.416667  0.76738836
2.670354  -0.375000  0.80564289
2.670354  -0.333333  0.84387214
2.670354  -0.291667  0.88190252
2.670354  -0.250000  0.91956398
2.670354  -0.208333  0.95669309
2.670354  -0.166667  0.99313569
2.670354  -0.125000  1.02874937
2.670354  -0.083333  1.06340542
2.670354  -0.041667  1.09699037
2.670354  0.000000  1.12940704
2.670354  0.041667  1.16057511
2.670354  0.083333  1.19043119
2.670354  0.125000  1.21892852
2.670354  0.166667  1.24603629
2.670354  0.208333  1.27173864
2.670354  0.250000  1.29603345
2.670354  0.291667  1.31893096
2.670354  0.333333  1.34045229
2.670354  0.375000  1.36062790
2.670354  0.416667  1.37949612
2.670354  0.458333  1.39710166
2.670354  0.500000  1.41349423
2.670354  0.541667  1.42872730
2.670354  0.583333  1.44285692
2.670354  0.625000  1.45594070
2.670354  0.666667  1.46803694
2.670354  0.708333  1.47920387
2.670354  0.750000  1.48949898
2.670354  0.791667  1.49897853
2.670354  0.833333  1.50769715
2.670354  0.875000  1.51570746
2.670354  0.916667  1.52305987
2.670354  0.958333  1.52980242
2.670354  1.000000  1.53598066
2.670354  1.041667  1.54163757
2.670354  1.083333  1.54681360
2.670354  1.125000  1.55154666
2.670354  1.166667  1.55587218
2.670354  1.208333  1.55982318
2.670354  1.250000  1.56343036
2.670354  1.291667  1.56672219
2.670354  1.333333  1.56972505
2.670354  1.375000  1.57246331
2.670354  1.416667  1.57495945
2.670354  1.458333  1.57723420
2.670354  1.500000  1.57930661
2.670354  1.541667  1.58119421
2.670354  1.583333  1.58291309
2.670354  1.625000  1.58447800
2.670354  1.666667  1.58590247
2.670354  1.708333  1.58719886
2.670354  1.750000  1.58837852
2.670354  1.791667  1.58945180
2.670354  1.833333  1.59042817
2.670354  1.875000  1.59131627
2.670354  1.916667  1.59212399
2.670354  1.958333  1.59285854
2.670354  2.000000  1.59352648

2.722714  -3.000000  0.00395775
2.722714  -2.958333  0.00435520
2.722714  -2.916667  0.00479244
2.722714  -2.875000  0.00527344
2.722714  -2.833333  0.00580254
2.722714  -2.791667  0.00638451
2.722714  -2.750000  0.00702460
2.722714  -2.708333  0.00772855
2.722714  -2.666667  0.00850267
2.722714  -2.625000  0.00935388
2.722714  -2.583333  0.01028976
2.722714  -2.541667  0.01131862
2.722714  -2.500000  0.01244955
2.722714  -2.458333  0.01369252
2.722714  -2.416667  0.01505843
2.722714  -2.375000  0.01655918
2.722714  -2.333333  0.01820780
2.722714  -2.291667  0.02001849
2.722714  -2.250000  0.02200678
2.722714  -2.208333  0.02418955
2.722714  -2.166667  0.02658522
2.722714  -2.125000  0.02921379
2.722714  -2.083333  0.03209700
2.722714  -2.041667  0.03525845
2.722714  -2.000000  0.03872369
2.722714  -1.958333  0.04252033
2.722714  -1.916667  0.04667820
2.722714  -1.875000  0.05122942
2.722714  -1.833333  0.05620851
2.722714  -1.791667  0.06165248
2.722714  -1.750000  0.06760089
2.722714  -1.708333  0.07409590
2.722714  -1.666667  0.08118226
2.722714  -1.625000  0.08890733
2.722714  -1.583333  0.09732097
2.722714  -1.541667  0.10647541
2.722714  -1.500000  0.11642511
2.722714  -1.458333  0.12722639
2.722714  -1.416667  0.13893718
2.722714  -1.375000  0.15161648
2.722714  -1.333333  0.16532381
2.722714  -1.291667  0.18011856
2.722714  -1.250000  0.19605910
2.722714  -1.208333  0.21320189
2.722714  -1.166667  0.23160035
2.722714  -1.125000  0.25130368
2.722714  -1.083333  0.27235550
2.722714  -1.041667  0.29479240
2.722714  -1.000000  0.31864250
2.722714  -0.958333  0.34392379
2.722714  -0.916667  0.37064271
2.722714  -0.875000  0.39879255
2.722714  -0.833333  0.42835218
2.722714  -0.791667  0.45928482
2.722714  -0.750000  0.49153718
2.722714  -0.708333  0.52503883
2.722714  -0.666667  0.55970202
2.722714  -0.625000  0.59542198
2.722714  -0.583333  0.63207760
2.722714  -0.541667  0.66953266
2.722714  -0.500000  0.70763762
2.722714  -0.458333  0.74623171
2.722714  -0.416667  0.78514558
2.722714  -0.375000  0.82420413
2.722714  -0.333333  0.86322969
2.722714  -0.291667  0.90204515
2.722714  -0.250000  0.94047721
2.722714  -0.208333  0.97835937
2.722714  -0.166667  1.01553474
2.722714  -0.125000  1.05185849
2.722714  -0.083333  1.08719984
2.722714  -0.041667  1.12144361
2.722714  0.000000  1.15449128
2.722714  0.041667  1.18626153
2.722714  0.083333  1.21669032
2.722714  0.125000  1.24573057
2.722714  0.166667  1.27335143
2.722714  0.208333  1.29953727
2.722714  0.250000  1.32428641
2.722714  0.291667  1.34760976
2.722714  0.333333  1.36952925
2.722714  0.375000  1.39007631
2.722714  0.416667  1.40929033
2.722714  0.458333  1.42721714
2.722714  0.500000  1.44390766
2.722714  0.541667  1.45941658
2.722714  0.583333  1.47380119
2.722714  0.625000  1.48712033
2.722714  0.666667  1.49943353
2.722714  0.708333  1.51080020
2.722714  0.750000  1.52127900
2.722714  0.791667  1.53092730
2.722714  0.833333  1.53980079
2.722714  0.875000  1.54795310
2.722714  0.916667  1.55543563
2.722714  0.958333  1.56229730
2.722714  1.000000  1.56858452
2.722714  1.041667  1.57434109
2.722714  1.083333  1.57960818
2.722714  1.125000  1.58442442
2.722714  1.166667  1.58882587
2.722714  1.208333  1.59284616
2.722714  1.250000  1.59651654
2.722714  1.291667  1.59986601
2.722714  1.333333  1.60292141
2.722714  1.375000  1.60570754
2.722714  1.416667  1.60824729
2.722714  1.458333  1.61056176
2.722714  1.500000  1.61267035
2.722714  1.541667  1.61459088
2.722714  1.583333  1.61633973
2.722714  1.625000  1.61793192
2.722714  1.666667  1.61938121
2.722714  1.708333  1.62070019
2.722714  1.750000  1.62190039
2.722714  1.791667  1.62299236
2.722714  1.833333  1.62398572
2.722714  1.875000  1.62488927
2.722714  1.916667  1.62571105
2.722714  1.958333  1.62645837
2.722714  2.000000  1.62713794

2.775074  -3.000000  0.00404451
2.775074  -2.958333  0.00445067
2.775074  -2.916667  0.00489749
2.775074  -2.875000  0.00538902
2.775074  -2.833333  0.00592971
2.775074  -2.791667  0.00652442
2.775074  -2.750000  0.00717853
2.775074  -2.708333  0.00789789
2.775074  -2.666667  0.00868896
2.775074  -2.625000  0.00955879
2.775074  -2.583333  0.01051515
2.775074  -2.541667  0.01156652
2.775074  -2.500000  0.01272219
2.775074  -2.458333  0.01399233
2.775074  -2.416667  0.01538809
2.775074  -2.375000  0.01692163
2.775074  -2.333333  0.01860626
2.775074  -2.291667  0.02045649
2.775074  -2.250000  0.02248816
2.775074  -2.208333  0.02471855
2.775074  -2.166667  0.02716644
2.775074  -2.125000  0.02985228
2.775074  -2.083333  0.03279827
2.775074  -2.041667  0.03602851
2.775074  -2.000000  0.03956908
2.775074  -1.958333  0.04344819
2.775074  -1.916667  0.04769630
2.775074  -1.875000  0.05234619
2.775074  -1.833333  0.05743311
2.775074  -1.791667  0.06299483
2.775074  -1.750000  0.06907172
2.775074  -1.708333  0.07570681
2.775074  -1.666667  0.08294577
2.775074  -1.625000  0.09083690
2.775074  -1.583333  0.09943106
2.775074  -1.541667  0.10878152
2.775074  -1.500000  0.11894377
2.775074  -1.458333  0.12997525
2.775074  -1.416667  0.14193495
2.775074  -1.375000  0.15488298
2.775074  -1.333333  0.16887993
2.775074  -1.291667  0.18398622
2.775074  -1.250000  0.20026123
2.775074  -1.208333  0.21776231
2.775074  -1.166667  0.23654371
2.775074  -1.125000  0.25665530
2.775074  -1.083333  0.27814123
2.775074  -1.041667  0.30103846
2.775074  -1.000000  0.32537522
2.775074  -0.958333  0.35116942
2.775074  -0.916667  0.37842709
2.775074  -0.875000  0.40714091
2.775074  -0.833333  0.43728875
2.775074  -0.791667  0.46883258
2.775074  -0.750000  0.50171748
2.775074  -0.708333  0.53587113
2.775074  -0.666667  0.57120355
2.775074  -0.625000  0.60760747
2.775074  -0.583333  0.64495903
2.775074  -0.541667  0.68311906
2.775074  -0.500000  0.72193488
2.775074  -0.458333  0.76124252
2.775074  -0.416667  0.80086933
2.775074  -0.375000  0.84063698
2.775074  -0.333333  0.88036457
2.775074  -0.291667  0.91987195
2.775074  -0.250000  0.95898291
2.775074  -0.208333  0.99752831
